67.5,257.0,635.789635
73.9,157.0,1792.3845
59.8,289.0,325.3825543
75.0,133.0,8958.788593
59.1,331.0,539.41528
68.7,223.0,2422.816
78.5,96.0,19821.44463
74.8,145.0,12724.39377
72.6,171.0,336.8742
48.1,424.0,45.128418
73.2,124.0,979.49246
85.0,72.0,4796.56497
47.1,45.0,379.1193264
56.7,337.0,21557.6528
79.7,57.0,32233.83942
68.6,16.0,1332.382358
59.6,295.0,44.853339
75.4,124.0,79.69746
58.3,34.0,423.1936389
63.5,232.0,1955.66799
81.1,62.0,49474.7561
78.3,95.0,5293.64115
59.4,277.0,412.1517561
65.0,327.0,5323.473877
81.1,63.0,5354.6536
75.3,112.0,5471.866766
64.7,23.0,461.723722
59.0,251.0,642.7663113
67.8,231.0,4368.82248
73.0,135.0,3528.1318
77.8,97.0,13467.46827
77.0,144.0,5854.614497
73.5,15.0,279.142931
77.0,175.0,1668.162731
79.1,62.0,3539.7488
47.7,539.0,234.984775
75.1,137.0,4255.56571
79.5,86.0,4443.83131
73.6,89.0,42717.55725
56.8,33.0,437.4467238
76.5,118.0,1592.6819
75.8,15.0,2986.36
56.7,394.0,332.922339
66.9,189.0,164.59447
71.9,155.0,1842.44421
74.5,97.0,3471.247547
70.0,226.0,5176.172649
74.5,148.0,1975.46477
61.0,229.0,464.229758
79.4,78.0,5111.65445
56.7,336.0,499.6468713
62.7,241.0,1666.857757
63.3,273.0,997.7417141
83.0,68.0,56928.8248
66.7,189.0,899.5556857
50.0,42.0,133.494518
74.3,138.0,7853.335191
73.8,129.0,3935.183343
81.3,61.0,11563.727
66.2,215.0,4136.689919
69.1,194.0,6935.721451
77.5,14.0,18169.1891
71.0,194.0,191.55157
79.7,71.0,18946.99942
72.9,164.0,4647.31359
74.0,148.0,3735.144836
47.4,382.0,1443.991929
72.2,185.0,1214.39987
67.4,159.0,1117.77724
62.7,28.0,145.57838
62.8,19.0,533.8624114
75.4,121.0,3622.52284
65.3,244.0,96.8674827
64.1,225.0,2513.884661
71.8,134.0,248.13459
87.0,77.0,4651.38647
65.2,26.0,118.166373
79.9,84.0,15431.9293
79.4,8.0,28827.32636
65.0,211.0,1357.632211
62.1,298.0,482.14994
73.9,146.0,989.4547732
55.9,344.0,42.764743
73.5,162.0,4378.68746
69.6,158.0,76.2386977
69.2,28.0,277.83438
82.0,69.0,29869.85398
78.3,99.0,462.14965
76.0,84.0,3372.57517
49.6,365.0,3529.53482
69.6,181.0,447.22796
73.4,147.0,6843.263289
73.6,158.0,9197.26972
55.0,339.0,15761.83913
69.7,187.0,1653.1844
65.8,232.0,5749.44752
73.3,161.0,511.37937
73.0,17.0,1557.77892
69.4,195.0,4546.73854
72.0,191.0,3474.392445
55.6,283.0,418.6985763
79.8,73.0,26969.24457
71.3,144.0,4676.96753
84.0,82.0,47415.55987
47.6,44.0,166.231785
62.0,261.0,48.61552
63.1,25.0,1158.256469
71.2,194.0,1175.116225
71.0,133.0,2191.478567
71.2,21.0,353.147337
73.8,132.0,8513.629541
74.4,12.0,2492.12878
63.5,227.0,727.6463868
81.0,65.0,29657.4421
61.9,254.0,1814.492297
58.1,275.0,666.842783
72.8,18.0,189.681557
72.0,153.0,287.963899
49.3,554.0,691.3178164
56.9,283.0,552.7455521
68.5,199.0,3556.561825
66.1,232.0,5488.131712
51.5,41.0,614.6729339
78.0,23.0,314.658296
76.6,122.0,1452.27766
70.0,224.0,6376.183153
75.0,211.0,362.951768
74.0,125.0,4149.363444
63.8,224.0,693.345683
78.4,81.0,28817.32321
65.9,25.0,1171.58257
46.2,441.0,46.3759178
57.6,355.0,528.3125597
76.3,93.0,398.96692
61.7,215.0,146.83851
74.6,19.0,16523.32388
73.0,13.0,9567.458285
71.5,169.0,6754.512393
68.3,181.0,1613.18878
66.2,168.0,643.71911
72.8,148.0,2754.7829
52.6,378.0,127.4296648
48.0,513.0,249.939542
72.6,122.0,367.429453
64.1,222.0,796.7937634
71.5,174.0,4623.347642
72.7,135.0,1258.421953
79.7,82.0,1618.4928
73.3,127.0,11568.1111
58.0,428.0,7362.76139
82.4,5.0,4781.3888
68.1,217.0,2581.818554
66.3,218.0,2576.124957
75.7,136.0,11527.59323
81.5,63.0,27795.87671
73.9,128.0,3526.978143
81.9,57.0,6283.24522
72.6,145.0,3392.64743
76.6,118.0,9415.17386
69.6,181.0,4324.876427
74.5,143.0,335.521375
79.1,81.0,18477.57841
78.7,83.0,16874.31232
72.0,199.0,8318.429294
65.6,22.0,6675.262954
69.6,162.0,114.45919
52.9,337.0,322.811171
69.0,221.0,944.134851
58.1,287.0,373.3611163
58.1,326.0,864.184726
75.7,13.0,7748.12331
83.1,55.0,53629.73746
63.7,183.0,649.848233
72.5,184.0,8396.25323
68.4,214.0,2842.938353
54.0,329.0,149.4452549
57.0,431.0,3881.29535
58.8,279.0,553.32894
62.8,289.0,1716.2258
82.5,49.0,52473.11356
76.2,117.0,5877.87678
74.8,95.0,16846.2198
78.2,69.0,1562.92433
71.6,22.0,555.535669
73.0,19.0,833.31332
67.2,183.0,396.129969
76.5,71.0,23649.36661
74.8,129.0,672.92113
74.4,145.0,83.5863
73.0,17.0,124.992617
74.4,123.0,3868.83123
79.4,85.0,38852.3613
67.7,253.0,1819.525644
61.6,257.0,1629.8222
72.3,185.0,527.85364
80.0,77.0,31979.87195
73.0,219.0,4132.34927
54.5,486.0,6125.39984
73.0,17.0,2416.588235
78.3,95.0,3743.95693
76.0,122.0,1227.73677
77.7,12.0,4425.57467
59.6,271.0,544.566526
73.0,138.0,451.542462
71.9,123.0,7496.335728
53.3,394.0,12.989164
67.1,186.0,383.3494997
74.5,153.0,6171.262444
79.1,82.0,21913.7817
72.2,134.0,9344.987518
73.5,123.0,11675.39395
79.7,77.0,2481.15781
73.6,116.0,387.324145
83.0,71.0,23465.38559
77.3,11.0,4458.7764
69.4,173.0,158.52724
78.0,1.0,4167.71417
71.3,145.0,1757.17797
71.2,211.0,538.347781
69.7,161.0,918.6771543
65.5,23.0,991.484634
83.4,49.0,8989.8424
74.5,14.0,3161.52935
77.3,76.0,736.22784
73.9,152.0,6468.471648
48.5,414.0,712.1847694
78.1,96.0,24517.26745
81.7,63.0,63223.46778
67.3,158.0,46.7579167
81.5,83.0,4838.2444
51.6,365.0,989.2363633
82.7,54.0,83164.38795
43.1,588.0,153.2594872
67.9,218.0,2129.499242
73.1,159.0,1136.47356
73.0,144.0,1627.42893
50.0,51.0,347.48798
74.9,116.0,5432.2523
75.1,95.0,36161.1761
72.6,141.0,694.435119
56.9,436.0,5714.47937
73.9,128.0,3174.9491
46.8,495.0,397.148467
69.3,162.0,688.6172788
72.5,146.0,2932.315883
66.0,163.0,1272.44161
66.0,21.0,348.6314534
77.0,137.0,213.755559
73.9,158.0,575.32176
71.4,189.0,3452.828934
68.0,282.0,5.6687264
74.4,16.0,188.44826
69.3,21.0,171.771491
88.0,73.0,21673.7817
83.0,78.0,4474.5717
69.9,155.0,1239.377855
71.6,176.0,8818.982566
82.4,68.0,35433.98896
63.8,229.0,2176.89829
59.5,272.0,395.9319363
78.0,132.0,495.294791
47.6,477.0,456.8614334
75.5,121.0,1276.265
57.6,393.0,3598.75972
78.9,76.0,2152.1432
60.0,266.0,621.93372
75.0,142.0,8757.2622
78.6,87.0,13641.1272
65.7,256.0,6532.651
79.2,84.0,5841.41122
58.6,284.0,361.35843
81.3,7.0,35578.73619
59.3,33.0,393.16327
59.1,251.0,825.9427854
67.0,189.0,473.844449
79.8,84.0,24985.24827
78.1,84.0,25921.12794
64.4,284.0,149.926751
74.7,9.0,12868.211
73.6,142.0,9212.192824
79.2,96.0,4112.67651
61.3,273.0,1325.99724
71.0,175.0,4849.997495
75.6,127.0,9689.52887
73.4,16.0,3853.33348
72.1,168.0,5116.45424
64.1,216.0,539.8791529
76.6,16.0,1355.74586
73.3,163.0,8.376432
51.4,394.0,68.414399
77.2,84.0,37951.286
76.8,7.0,24983.3792
58.2,366.0,1644.619672
45.5,648.0,63.636279
62.0,285.0,177.867119
73.0,184.0,3895.664491
81.5,62.0,1291.435
66.0,223.0,697.7451989
73.6,133.0,4129.758741
44.5,675.0,862.9463118
47.8,647.0,3349.68823
77.3,13.0,511.368479
82.7,57.0,5629.18914
71.7,165.0,3552.92452
65.8,248.0,4737.66996
67.5,183.0,48.7299
62.9,328.0,5769.77258
72.7,118.0,55.31382
79.6,65.0,19375.5696
82.5,58.0,35729.37253
52.2,366.0,986.13177
72.8,142.0,3547.59975
65.0,37.0,6741.293948
73.1,11.0,13739.82945
81.1,67.0,1574.9861
75.0,85.0,14221.99259
75.0,12.0,2968.41186
72.2,165.0,1217.657961
73.4,135.0,5593.822995
76.0,229.0,924.642548
74.3,95.0,2847.285569
68.7,184.0,1858.689868
71.9,186.0,3923.573344
78.9,91.0,9484.681227
61.9,261.0,377.8482928
79.8,75.0,61235.415
62.1,263.0,1155.2582
65.3,288.0,6771.414797
68.3,196.0,3364.423711
72.8,132.0,1212.56217
74.9,94.0,8763.826274
70.0,177.0,4852.223666
68.4,211.0,1568.376276
75.5,14.0,141.44688
79.2,79.0,2542.39935
75.4,122.0,4117.38853
71.7,115.0,959.372181
75.5,127.0,572.14313
65.9,218.0,3944.178173
79.3,96.0,48288.5491
66.4,196.0,1345.77153
66.9,163.0,849.8626972
74.2,148.0,1153.93822
48.1,652.0,4896.583835
72.1,174.0,5968.876767
75.7,136.0,11929.34991
76.2,91.0,494.358832
62.5,29.0,1364.283745
62.0,347.0,6479.625659
81.4,6.0,51574.48942
73.6,148.0,3855.537735
83.0,81.0,2577.4264
75.4,124.0,7199.59665
78.0,148.0,7145.628494
69.2,197.0,4353.121392
88.0,64.0,5338.25483
73.8,121.0,258.3529
51.3,485.0,288.236949
81.0,75.0,31287.77865
82.0,75.0,38538.64447
75.3,126.0,7986.798439
58.8,284.0,54.169324
43.3,48.0,287.6891942
83.7,55.0,34474.13736
67.5,217.0,1919.466195
63.1,245.0,83.1148117
74.3,118.0,12376.97936
75.5,79.0,1937.99549
57.4,327.0,2246.9938
72.9,141.0,2158.299
